0 1:5.789552174731635 2:0.8188890405350076 3:2.442889372488997 4:-3.9746444179448095 5:-11.295103276901177
0 1:1.9554754114995256 2:0.3473428273706148 3:0.6552590222898512 4:-4.3604933341819505 5:-13.132073718758754
0 1:4.119237279094549 2:0.5033557046979866 3:1.5015981906230604 4:-4.302141451828059 5:-11.954244233616318
0 1:1.6877347595519119 2:0.1984126984126984 3:0.5525749048542712 4:-4.42756724771945 5:-13.45074758883039
0 1:1.6877347595519119 2:0.18355359765051393 3:0.5525749048542712 4:-4.427751105830383 5:-12.752458262516992
0 1:1.6877347595519119 2:0.18355359765051393 3:0.5525749048542712 4:-4.427751105830383 5:-13.45074758883039
1 1:5.248569969441372 2:0.7063393960798163 3:2.1071340787835515 4:-4.0914532066899 5:-11.588953842996107
0 1:5.742669661808031 2:0.8026026299640102 3:5.977108273146799 4:-4.059658066366697 5:-8.776991028017523
0 1:1.6877347595519119 2:0.18355359765051393 3:0.5525749048542712 4:-4.427751105830383 5:-13.45074758883039
0 1:1.6877347595519119 2:0.18355359765051393 3:0.5525749048542712 4:-4.427751105830383 5:-13.45074758883039
1 1:5.633870917799418 2:0.7853403141361256 3:2.342807648197235 4:-4.163242716225622 5:-11.319785926250908
0 1:8.829956878972867 2:1.215092131975762 3:9.048982601755963 4:-3.974695871909683 5:-7.838701216379178
0 1:4.672480048677253 2:0.5979073243647235 3:1.78366222543367 4:-4.250867079162838 5:-11.779073741486716
0 1:7.318537688785426 2:1.2725884448969202 3:5.680812579549131 4:-3.949912905430183 5:-9.572291728318762
0 1:3.90160979790488 2:0.4684572142410993 3:1.3974898838403247 4:-4.30234175343688 5:-12.026163985826004
1 1:7.24232240542173 2:1.0721230172929836 3:5.220880787713544 4:-3.6037369263711545 5:-9.893284567237245
0 1:2.537269112558432 2:0.274649821477616 3:0.8193285009716597 4:-4.361179901813601 5:-12.417515727219579
0 1:2.8211571886776685 2:0.5583472920156337 3:1.0533169878126643 4:-4.251080971321499 5:-12.750603050185305
1 1:5.199259294631352 2:0.6966213862765587 3:2.0781435541886544 4:-4.250438978557065 5:-11.532979248935948
0 1:3.343576909197951 2:0.7107320540156361 3:1.3407894279832848 4:-4.250387469668563 5:-12.380195689208747
0 1:6.021049211144949 2:0.8706377421461221 3:2.5972648091455968 4:-3.743106802552853 5:-11.147445729093558
0 1:6.022984706391001 2:0.8710801393728222 3:2.5985845575242275 4:-3.758273709086605 5:-11.14235556311939
0 1:3.958127564171006 2:0.47740292807129214 3:1.42417651434014 4:-4.302287626976212 5:-12.007874912008388
0 1:3.371942929663965 2:0.7196545658084119 3:1.3576216637255984 4:-4.059349706938846 5:-12.453304649076713
0 1:3.7586541294037676 2:0.8488964346349744 3:1.6014352505708673 4:-3.9262666090898 5:-12.084132710949662
0 1:4.871898517700003 2:0.5845274798596003 3:4.353068262319463 4:-4.060684352737905 5:-9.370522964328384
0 1:1.6877347595519119 2:0.18355359765051393 3:0.5525749048542712 4:-4.427751105830383 5:-12.856452812281638
1 1:6.942399048352595 2:0.9575352130709505 3:7.130915636461845 4:-4.029621830277423 5:-8.415926940381471
1 1:4.031119835455201 2:0.48907727420932506 3:1.4590031327214605 4:-4.3022199594126835 5:-11.98386934023586
1 1:5.948717118775686 2:0.7398152704239731 3:5.509520911549657 4:-4.059890543593698 5:-8.928238114905398
0 1:3.182174761412327 2:0.36127167630057805 3:1.0777366589731985 4:-4.360393231730913 5:-12.221039213526637
0 1:1.6877347595519119 2:0.18355359765051393 3:0.5525749048542712 4:-4.427751105830383 5:-13.45074758883039
0 1:7.605716144656607 2:1.589319771137953 3:6.343404941505245 4:-3.8620554470666852 5:-23.607051341180785
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.827932719127373 2:1.1775042882184659 3:3.3738549359214707 4:-3.9037192578794837 5:-25.293420172121294
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:7.250366339887069 2:1.4784697837737943 3:5.900972669296027 4:-3.7580111327489 5:-24.13176462499798
0 1:7.151503073692744 2:1.4485755673587637 3:5.781656768510525 4:-3.9037192578794837 5:-23.86781949689341
0 1:5.077041538663133 2:1.585149640775101 3:5.8797479461787105 4:-3.649540380457373 5:-25.37394612043571
0 1:4.060235209456604 2:1.1848341232227488 3:3.212822518998084 4:-3.8630252962294707 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.863168693374001 5:-26.12050991444445
0 1:5.3093837638850285 2:1.1775042882184659 3:3.8175709126686748 4:-3.9037192578794837 5:-25.169500143858333
1 1:9.584546878250226 2:2.15748445141859 3:13.806844086541009 4:-3.9037192578794837 5:-21.962913283479704
0 1:5.480974778964417 2:1.1775042882184659 3:3.981979104617659 4:-3.9037192578794837 5:-25.04730525136578
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.689185793883463 2:1.3993603198209126 3:5.190605198893242 4:-3.758544240248818 5:-25.693740735548193
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-25.93109236817331
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.863241726549481 5:-26.12050991444445
0 1:5.2451186134046806 2:1.3441621363132992 3:6.13418606912072 4:-3.8251393064963217 5:-24.840280181758427
0 1:4.3841618886426685 2:1.4492753623188406 3:3.490202848278043 4:-3.7004603315826152 5:-26.12050991444445
0 1:4.060235209456604 2:1.2857142857142858 3:3.212822518998084 4:-3.7290297268765973 5:-26.12050991444445
0 1:4.289431129496142 2:1.4033118158854896 3:3.37951159880978 4:-3.862432265865334 5:-26.12050991444445
0 1:4.167850020065956 2:1.345693779904306 3:3.2407535418371176 4:-3.7287486616007732 5:-26.12050991444445
0 1:4.060235209456604 2:1.2607690691321705 3:3.212822518998084 4:-3.8252719126072874 5:-26.12050991444445
0 1:4.060235209456604 2:1.2039903680770554 3:3.212822518998084 4:-3.791010097377631 5:-26.12050991444445
0 1:4.7164416793617825 2:1.6183723797780518 3:3.897429043738351 4:-3.473735607824229 5:-25.762348562015028
0 1:4.658605566996189 2:1.588021778584392 3:3.8243375129725377 4:-3.6034745707950946 5:-25.80804199279368
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.319044603783394 2:1.4175779667881732 3:3.4138679135647925 4:-3.7902201855559516 5:-26.12050991444445
0 1:4.139648451342933 2:1.3325436778205508 3:3.212822518998084 4:-3.728808132888154 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.2133468149646107 3:3.212822518998084 4:-3.8254396419245205 5:-26.12050991444445
0 1:7.9767776415737774 2:2.0112300176446993 3:12.870887323212447 4:-3.6745045283061937 5:-22.96896688774014
0 1:4.139648451342933 2:1.3325436778205508 3:3.212822518998084 4:-3.728808132888154 5:-26.12050991444445
0 1:4.060235209456604 2:1.2341108231519191 3:3.212822518998084 4:-3.7015437010125853 5:-26.12050991444445
1 1:9.141570973992557 2:2.244968694732538 3:14.366700407484824 4:-3.7005441797877454 5:-22.50517398321397
0 1:4.060235209456604 2:1.1995637949836424 3:3.212822518998084 4:-3.675724442265775 5:-26.12050991444445
1 1:7.505451888410677 2:1.7073215158941335 3:10.92602171943701 4:-3.9037192578794837 5:-23.17085075075377
0 1:4.57957706639435 2:1.5471892728210417 3:3.7260030407094114 4:-3.6491779477091306 5:-25.905594477956303
0 1:4.1663448376823995 2:1.344989912575656 3:3.2390584604059853 4:-3.604908827683761 5:-26.12050991444445
0 1:9.604235355146065 2:2.2698355704470403 3:18.382218785068478 4:-3.6623908191977055 5:-21.5511577824263
0 1:4.484678078241752 2:1.3714246762263198 3:5.086984355267293 4:-3.584113052928312 5:-25.909796563040178
0 1:8.950894768752605 2:2.263044961063052 3:17.426669036917033 4:-3.674423439171772 5:-21.949590934878927
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.7298934039632377 5:-26.12050991444445
0 1:6.586703770661925 2:1.2851635013565614 3:5.12943502823874 4:-3.7290324285445977 5:-24.60321624138576
0 1:6.003899928734395 2:1.1775042882184659 3:4.5048198523646725 4:-3.863214678657223 5:-24.85718027120849
1 1:10.509849030329175 2:2.5232137617427988 3:19.430109384407 4:-3.7584630985932366 5:-21.449943200112
1 1:6.699974343760596 2:1.601900084368088 3:10.251376176799134 4:-3.9037192578794837 5:-23.646896666197975
1 1:10.595153335747977 2:2.4468384156912677 3:15.658567777021648 4:-3.9034589805015267 5:-21.420746889775614
0 1:7.583391194105237 2:1.9174175044683581 3:12.270533173758132 4:-3.862695032191512 5:-23.009780708794
1 1:10.613453495509969 2:2.566923359002567 3:16.427052615162687 4:-3.6493564971607104 5:-21.946224264991695
0 1:4.461240159011634 2:1.2743926368147207 3:5.234198143171255 4:-3.6754467543292675 5:-25.65086886460887
0 1:6.2921402028065705 2:1.2046119428669764 3:4.807931978035742 4:-3.7910073946504 5:-24.743272949261126
0 1:4.338375772992842 2:1.4269406392694064 3:3.4364154756162235 4:-3.7005577021758467 5:-26.12050991444445
1 1:6.641386023475826 2:1.6985683470728101 3:10.870005724930202 4:-3.5842773650654336 5:-23.72309010943797
0 1:7.789056245123858 2:1.974348630040856 3:12.634864501353068 4:-3.6498727952359604 5:-23.061573573438043
0 1:6.1820402078051355 2:1.462241939081514 3:9.35763242994647 4:-3.9037192578794837 5:-23.965290813603985
0 1:11.041967972758611 2:2.577633544066698 3:20.874914628918948 4:-3.790466510845311 5:-20.890326312034695
0 1:6.819349083798443 2:1.6739997141621816 3:10.712778504222555 4:-3.9037192578794837 5:-23.548972639513302
0 1:6.569627860996237 2:1.2804097311139564 3:5.110461445832394 4:-3.862741067653062 5:-24.533807124863596
0 1:9.863743816274173 2:2.4064824064824064 3:15.40030907822296 4:-3.903700284592123 5:-21.9228679128138
0 1:5.844536454069874 2:1.4669154237099042 3:9.387540443217482 4:-3.826039690409174 5:-24.1460927465909
0 1:7.723091609322463 2:1.6271501627150164 3:6.494396263218434 4:-3.789645786382049 5:-23.60328664197005
0 1:7.217307242625836 2:1.4684287812041115 3:5.86089631306182 4:-3.9035186411796343 5:-23.95625784154218
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:8.052417439949815 2:1.9767520324479544 3:12.65024509994334 4:-3.758590213791787 5:-23.00670288252819
0 1:5.734733101332839 2:1.4104631311807707 3:9.026273412641636 4:-3.863768824029474 5:-24.224366573190547
0 1:7.127218953614989 2:1.8195521102497847 3:11.644242570108467 4:-3.8251826109030733 5:-23.291953444776475
1 1:10.245982216892115 2:2.476412555733931 3:15.84782779245031 4:-3.862432265865334 5:-21.88913501128949
0 1:4.060235209456604 2:1.27639823624971 3:3.212822518998084 4:-3.675228253593064 5:-26.12050991444445
1 1:5.5223246163810495 2:1.4542340940592504 3:9.306386142809206 4:-3.701983301755258 5:-24.344544028521426
0 1:7.873680867207138 2:1.9978143943375732 3:12.78503390294633 4:-3.862581276596807 5:-22.805368714184624
1 1:6.482752141317832 2:1.5990345168120035 3:10.233037947552432 4:-3.675843012135362 5:-23.87447732913949
0 1:4.352364715061253 2:1.4337406977538063 3:3.4527916482248133 4:-3.4752379150934067 5:-26.12050991444445
1 1:10.51622277386139 2:2.533478103510677 3:16.213019356333206 4:-3.6494214060384356 5:-22.016145790410743
0 1:7.386619335511787 2:1.5203344735841884 3:6.06806596608909 4:-3.903434571498063 5:-23.76701334258816
1 1:6.857809411525579 2:1.842360598155424 3:11.790205724631253 4:-3.674377481940662 5:-23.36020149896807
1 1:9.143945764399987 2:2.124539820331479 3:13.596014578773634 4:-3.86285207428223 5:-22.6518994373465
0 1:6.864989749938676 2:1.7036931681326504 3:10.902802070367645 4:-3.6754332698125354 5:-23.647203808768356
0 1:6.912614872476267 2:1.4061616209257473 3:8.998745853224595 4:-3.8269355160173655 5:-24.004931729575425
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:8.773596895844602 2:2.043885125649305 3:13.079864025015464 4:-3.8253557853632674 5:-22.848334646746814
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:9.70964716158279 2:2.301692863652518 3:14.729707313839043 4:-3.8626246155749167 5:-22.28277010590623
0 1:8.394402213923723 2:2.051320877278453 3:13.127449194559738 4:-3.7905179237743516 5:-22.828038409936276
1 1:6.009339873551565 2:1.3097636799627281 3:8.381846231878605 4:-3.9037192578794837 5:-24.081236739856273
0 1:5.144390193420218 2:1.2957425711101063 3:8.292118000594582 4:-3.7921707142608523 5:-24.607730894610075
0 1:4.060235209456604 2:1.2583892617449666 3:3.212822518998084 4:-3.8252800300335634 5:-26.12050991444445
1 1:10.43031296593639 2:2.5760441605903175 3:16.4854212793649 4:-3.649245588713959 5:-21.900351964448074
0 1:4.060235209456604 2:1.2153950033760972 3:3.212822518998084 4:-3.7293943001257768 5:-26.12050991444445
0 1:4.060235209456604 2:1.2498047180128105 3:3.212822518998084 4:-3.758903785780218 5:-26.12050991444445
0 1:7.4471254129230875 2:1.9074556795280562 3:12.206782371902886 4:-3.8250256118802257 5:-23.070829088150266
0 1:7.999302561362242 2:1.845939160116195 3:11.813106768953451 4:-3.9037192578794837 5:-22.834891116985983
1 1:10.038083873687176 2:2.391136186981838 3:15.302100787626538 4:-3.6743828889261563 5:-22.288512659912435
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
1 1:4.319440628412385 2:1.4177693761814745 3:3.4143288733154766 4:-3.9037192578794837 5:-25.881668141465855
0 1:4.5534830748121795 2:1.5338661499959634 3:3.6939177638592993 4:-3.507529353750978 5:-25.990656053046653
0 1:4.060235209456604 2:1.2645422357106728 3:3.212822518998084 4:-3.701368275926548 5:-26.12050991444445
0 1:7.2932032120800585 2:1.4915478952601924 3:5.95317094841828 4:-3.7281589146165666 5:-24.11697128911716
0 1:4.060235209456604 2:1.2447099825740602 3:3.212822518998084 4:-3.7014816356209272 5:-26.12050991444445
0 1:6.533762273024498 2:1.7501969219213729 3:13.477462018000496 4:-3.650582715797922 5:-23.29380296534134
0 1:9.076929653511131 2:2.271644440525634 3:14.53741211890194 4:-3.758065285193455 5:-22.347921145005586
1 1:10.008950448498755 2:2.5099610366594054 3:16.062521643510863 4:-3.7000841678944503 5:-21.91708138519547
0 1:7.257373585792474 2:1.7046667115571008 3:10.909032271592977 4:-3.825837064044964 5:-23.525486448848014
0 1:4.49338630326186 2:1.5034767900770534 3:3.620732892782334 4:-3.757929891419397 5:-25.96023983744407
0 1:4.225200752827812 2:1.3726835964310227 3:3.305751496653191 4:-3.7583873527010967 5:-26.12050991444445
0 1:6.439917683308693 2:1.2446411284746233 3:4.967699281255138 4:-3.7292377061521402 5:-24.686442857355093
0 1:4.169141042271448 2:1.3462976813762153 3:3.2422078814968804 4:-3.728745958166927 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.075511581569415 2:1.3029315960912051 3:3.212822518998084 4:-3.7586686280171224 5:-26.12050991444445
0 1:4.060235209456604 2:1.1984659635666348 3:3.212822518998084 4:-3.8629819972195114 5:-26.12050991444445
0 1:4.3035577931680224 2:1.410105757931845 3:3.395873041567826 4:-3.8248170944147533 5:-26.12050991444445
0 1:4.060235209456604 2:1.2900451515803053 3:3.212822518998084 4:-3.8251744916557087 5:-26.12050991444445
1 1:7.588224009667966 2:1.846378007883449 3:11.815915179784048 4:-3.9037192578794837 5:-23.075150430812815
0 1:7.540571085926491 2:1.8540262995332184 3:11.864860501391036 4:-3.7290378318301793 5:-23.287242213223244
0 1:6.803623551710011 2:1.6508781968736623 3:10.564812114922763 4:-3.729639876936302 5:-23.71872847424157
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:7.334117407078592 2:1.8156692474018277 3:11.619394149107835 4:-3.701249486406687 5:-23.386942648654053
0 1:4.603699889907303 2:1.5595757953836558 3:3.7558327593759353 4:-3.862109685740171 5:-25.63438753668301
0 1:7.226806824386448 2:1.4713094654242274 3:5.87239390269019 4:-3.824657253518954 5:-24.08818614167439
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
1 1:10.849641028786362 2:2.756802332893897 3:17.642185074683407 4:-3.862090702974964 5:-20.98256184003155
0 1:4.640524409782441 2:1.5786150284150706 3:3.801683801271074 4:-3.5824529811931365 5:-25.84472281609237
0 1:4.13837562718038 2:1.3319520497262098 3:3.212822518998084 4:-3.7288108359349987 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.2827560930914421 3:3.212822518998084 4:-3.790688354687447 5:-26.12050991444445
0 1:7.035579811414152 2:1.414027149321267 3:5.643764690603931 4:-3.8624078774227204 5:-24.200954128319598
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.235971863200413 2:1.3777900248002204 3:3.3180490015318953 4:-3.8624918762933103 5:-26.12050991444445
0 1:4.2097388333957815 2:1.3653741125068268 3:3.288148505341138 4:-3.862521678439324 5:-26.12050991444445
0 1:7.12399729264008 2:1.440329218106996 3:5.748743358922984 4:-3.790149781232836 5:-24.208465130783665
0 1:4.074894640669995 2:1.302648719062093 3:3.212822518998084 4:-3.8251338931418575 5:-26.12050991444445
0 1:4.25794906616039 2:1.3882461823229986 3:3.3432299379618455 4:-3.9037192578794837 5:-25.979746156373597
0 1:4.620696146400003 2:1.5683435878875618 3:3.7769477076914035 4:-3.625726615199656 5:-25.85615232557905
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-25.835362773532793
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:7.882728140090779 2:1.6796136888515643 3:6.7037923816000005 4:-3.7574258556864737 5:-23.423952038284632
0 1:4.40923065636616 2:1.4615997874036672 3:3.519883021316814 4:-3.6742449897634675 5:-26.118085472229364
0 1:4.235671924199046 2:1.3776476666092645 3:3.3177061688470455 4:-3.7583684141636717 5:-26.12050991444445
0 1:4.250858393277525 2:1.3848671786478661 3:3.335092486268456 4:-3.6746207296684856 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.791139808508637 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.8654100262244273 4:-3.863320155912274 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.8643168672300514 5:-26.12050991444445
0 1:4.502148304073678 2:1.5078821110349554 3:3.6313419627731793 4:-3.6740367060714427 5:-26.000745064664002
0 1:6.428999506549211 2:1.2416576129132393 3:4.955791263939283 4:-3.7589416153685216 5:-24.681607995353854
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.2622278321236984 3:3.212822518998084 4:-3.7588470352185857 5:-26.12050991444445
1 1:10.777126695574319 2:2.6829965688143345 3:17.169864323233952 4:-3.824532590977194 5:-21.422557655693936
1 1:10.546060466010914 2:2.604813856676221 3:16.669533247362658 4:-3.824611186748091 5:-21.62521882305138
0 1:4.105614388484006 2:1.3167795334838224 3:3.212822518998084 4:-3.790561214152239 5:-26.12050991444445
0 1:4.244789011647847 2:1.3819789939192924 3:3.3281370443779013 4:-3.7007631906535368 5:-26.12050991444445
0 1:4.273205686997956 2:1.3955342902711323 3:3.360781450794048 4:-3.7902905784675354 5:-26.12050991444445
0 1:4.060235209456604 2:1.213224143160449 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.8631659882057 5:-26.12050991444445
0 1:4.158621040671402 2:1.341381623071764 3:3.230368833416297 4:-3.7009604762394264 5:-26.12050991444445
1 1:10.439142354847377 2:2.592683680169986 3:16.59190605720901 4:-3.9035457569605603 5:-21.424563572957155
0 1:5.143841145035822 2:1.6253071270019301 3:6.02870290354819 4:-3.603907237404799 5:-25.30602078761054
0 1:4.990602701381064 2:1.5144491536113427 3:5.617500752915825 4:-3.7582466466994986 5:-25.44130208729114
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.335280004354037 2:1.425438596491228 3:3.432798196168206 4:-3.6264754385924727 5:-26.12050991444445
0 1:5.324425158278846 2:1.6970641870812737 3:6.294869210988436 4:-3.603650393594887 5:-25.123219014675552
0 1:4.200148852592601 2:1.3608528010886822 3:3.2772601024883414 4:-3.6501347641492385 5:-26.12050991444445
0 1:4.962604304715764 2:1.1775042882184659 3:7.30802461758183 4:-3.9037192578794837 5:-24.699936816620653
0 1:4.4130217906057885 2:1.4634695485759317 3:3.52438585489745 4:-3.626262006816143 5:-26.12050991444445
0 1:4.557865559814763 2:1.5360983102918588 3:3.699293341492857 4:-3.6258835154514553 5:-25.94682599335811
1 1:11.58538635388446 2:2.9763529025428737 3:19.04720121848993 4:-3.5818792549281437 5:-20.97823545826379
0 1:5.0745925408981005 2:1.1775042882184659 3:7.492917210154076 4:-3.9037192578794837 5:-24.63245107285467
0 1:4.47189666919848 2:1.4927086921575383 3:3.5948007290221664 4:-3.626105243269362 5:-26.060049051060332
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
1 1:10.869895452225126 2:2.696516951703626 3:17.25638815353087 4:-3.5824610945249487 5:-21.70509072368737
0 1:6.313092985634768 2:1.2422935165324525 3:7.950070222386279 4:-3.9037192578794837 5:-24.14606037064521
1 1:9.914862745223655 2:2.350839224890818 3:15.044219961469881 4:-3.674466688594277 5:-22.367733187263017
0 1:4.376328365710127 2:1.29201699835974 3:4.792439841085943 4:-3.7291836951355855 5:-25.952434855054616
0 1:9.157362627837344 2:2.186784912875666 3:13.994352693027402 4:-3.9037192578794837 5:-21.900029756989618
0 1:5.011415079910105 2:1.559336428465076 3:5.7839997731608435 4:-3.6496295898873736 5:-25.43519821436795
0 1:8.724406228008798 2:2.0566580771249345 3:13.16160466024137 4:-3.9037192578794837 5:-22.281831500422093
0 1:4.060235209456604 2:1.1775042882184659 3:3.212822518998084 4:-3.9037192578794837 5:-26.12050991444445
0 1:4.060235209456604 2:1.1775042882184659 3:4.955098996908206 4:-3.9037192578794837 5:-25.18463041896077
0 1:5.737692222797994 2:1.1775042882184659 3:7.421873417810321 4:-3.9037192578794837 5:-24.412625710617768
0 1:4.060235209456604 2:1.233915036136083 3:3.212822518998084 4:-3.790883051012099 5:-26.12050991444445
0 1:4.090840620989474 2:1.3099721630915342 3:3.212822518998084 4:-3.7586388863568976 5:-26.12050991444445
0 1:4.183828721831829 2:1.3531799729364005 3:3.2587820910850467 4:-3.9037192578794837 5:-25.824173726131328
0 1:4.335141903415587 2:1.4253716147424151 3:3.4326368880437688 4:-3.7901958161203013 5:-26.12050991444445
0 1:4.345940264169517 2:1.4306151645207439 3:3.4452646141800423 4:-3.9035837162098224 5:-25.97665541099032
0 1:4.270242392884607 2:1.3941168269901019 3:3.3573678590713087 4:-3.700706420663011 5:-26.12050991444445
0 1:4.255256717715142 2:1.3869625520110958 3:3.340138648144036 4:-3.8624702007207135 5:-26.12050991444445
